Results from heasarc_fermigbrst: Fermi GBM Burst Catalog
Coordinate system: Equatorial
|name        |ra        |dec      |trigger_time           |
|GRB110605780|16 08 21.6|-03 08 24|2011-06-05 18:42:49.045|
|GRB110609185|21 51 19.2|+44 35 24|2011-06-09 04:26:11.059|
|GRB110609425|21 10 31.2|-38 09 36|2011-06-09 10:12:06.164|
|GRB110610640|20 32 43.0|+74 49 30|2011-06-10 15:21:32.549|
|GRB110613631|22 27 26.4|-03 28 12|2011-06-13 15:08:46.300|
|GRB110616648|18 17 48.0|-34 01 12|2011-06-16 15:33:25.235|
|GRB110618366|11 47 13.9|-71 41 17|2011-06-18 08:47:36.383|
|GRB110618760|09 48 12.0|-07 28 48|2011-06-18 18:14:16.307|
|GRB110622158|08 55 50.4|+19 27 36|2011-06-22 03:47:19.105|
|GRB110624906|04 20 04.8|-15 57 00|2011-06-24 21:44:25.565|
|GRB110625579|21 01 19.2|-39 26 24|2011-06-25 13:53:24.575|
|GRB110625881|19 06 55.2|+06 45 18|2011-06-25 21:08:18.236|
|GRB110626448|08 47 38.4|+05 33 36|2011-06-26 10:44:54.213|
|GRB110629174|04 37 28.8|+25 00 36|2011-06-29 04:09:58.198|
|GRB110702187|00 22 28.8|-37 39 36|2011-07-02 04:29:28.917|
|GRB110703557|10 21 33.6|-29 18 00|2011-07-03 13:22:15.581|
|GRB110705151|10 24 05.8|+40 05 56|2011-07-05 03:37:11.938|
|GRB110705364|08 11 50.4|+28 48 00|2011-07-05 08:43:43.418|
|GRB110706202|06 40 19.2|+06 08 24|2011-07-06 04:51:04.029|
|GRB110706477|06 16 36.0|-50 46 12|2011-07-06 11:26:15.757|
|GRB110706728|00 36 14.4|+31 43 48|2011-07-06 17:27:56.345|
|GRB110706977|23 09 52.8|+07 06 36|2011-07-06 23:26:51.412|
|GRB110709463|10 21 31.2|+23 07 12|2011-07-09 11:06:53.366|
|GRB110709642|15 55 36.0|+40 54 00|2011-07-09 15:24:27.368|
|GRB110709862|10 24 50.4|-41 47 24|2011-07-09 20:40:50.085|
|GRB110710954|15 16 21.6|+48 24 00|2011-07-10 22:53:50.597|
|GRB110716018|21 58 43.2|-76 58 48|2011-07-16 00:25:19.972|
|GRB110717180|20 33 52.8|-07 51 00|2011-07-17 04:19:50.660|
|GRB110717319|20 51 21.6|-14 50 24|2011-07-17 07:39:55.862|
|GRB110720177|13 14 36.0|-44 17 24|2011-07-20 04:14:32.382|
|GRB110721200|22 09 49.4|-38 37 41|2011-07-21 04:47:43.761|
|GRB110722694|14 20 14.4|+05 00 00|2011-07-22 16:39:16.676|
|GRB110722710|00 33 07.2|+62 44 24|2011-07-22 17:01:45.913|
|GRB110725236|18 00 33.6|-25 12 00|2011-07-25 05:39:42.059|
|GRB110726211|21 10 50.4|+02 28 12|2011-07-26 05:03:59.487|
|GRB110728056|11 06 24.0|+20 06 36|2011-07-28 01:20:22.816|
|GRB110729142|23 33 33.6|+04 58 12|2011-07-29 03:25:05.929|
|GRB110730008|17 32 19.2|-22 46 48|2011-07-30 00:11:54.743|
|GRB110730660|22 20 24.0|-02 53 24|2011-07-30 15:50:43.762|
|GRB110731465|18 42 01.0|-28 32 14|2011-07-31 11:09:29.954|
|GRB110801335|16 33 04.8|-57 03 36|2011-08-01 08:01:43.086|
|GRB110803783|20 01 40.8|-11 26 24|2011-08-03 18:47:25.428|
|GRB110806934|07 28 09.6|+02 22 48|2011-08-06 22:25:31.115|
|GRB110809461|11 28 40.8|-13 55 48|2011-08-09 11:03:34.004|
|GRB110812899|05 11 02.4|+01 42 36|2011-08-12 21:35:08.607|
|GRB110813237|04 04 57.6|+34 33 36|2011-08-13 05:40:50.931|
|GRB110817191|22 24 09.6|-45 50 24|2011-08-17 04:35:12.120|
|GRB110818860|21 09 20.9|-63 58 52|2011-08-18 20:37:54.221|
|GRB110819665|09 17 57.6|-76 38 24|2011-08-19 15:57:54.972|
|GRB110820476|06 02 02.4|+21 37 48|2011-08-20 11:25:44.348|
|GRB110824009|10 08 12.0|+01 19 12|2011-08-24 00:13:09.941|
|GRB110825102|02 59 35.0|+15 24 25|2011-08-25 02:26:50.938|
|GRB110825265|16 45 14.4|-80 16 48|2011-08-25 06:22:11.439|
|GRB110828575|07 22 19.2|-23 48 36|2011-08-28 13:48:14.720|
|GRB110831282|23 29 24.0|+33 39 36|2011-08-31 06:45:26.606|
|GRB110901230|09 25 07.2|-15 47 24|2011-09-01 05:31:44.058|
|GRB110903009|10 56 50.4|+42 04 48|2011-09-03 00:13:06.293|
|GRB110903111|13 08 14.6|+58 59 07|2011-09-03 02:39:34.422|
|GRB110904124|23 58 45.6|+35 54 00|2011-09-04 02:58:15.961|
|GRB110904163|12 41 36.0|-28 51 00|2011-09-04 03:54:36.019|
|GRB110904531|21 34 57.6|+23 56 24|2011-09-04 12:44:19.330|
|GRB110906302|01 45 16.8|+17 39 00|2011-09-06 07:15:13.419|
|GRB110909116|23 09 21.6|-24 13 12|2011-09-09 02:46:58.190|
|GRB110911071|17 14 19.2|-66 58 48|2011-09-11 01:41:41.569|
|GRB110916016|00 16 26.4|+40 21 36|2011-09-16 00:23:01.648|
|GRB110919634|18 39 52.8|+66 25 48|2011-09-19 15:12:15.784|
|GRB110920338|05 50 16.8|+38 45 36|2011-09-20 08:07:16.410|
|GRB110920546|13 59 16.8|-27 33 36|2011-09-20 13:05:43.812|
|GRB110921444|00 24 21.6|-05 49 48|2011-09-21 10:38:48.202|
|GRB110921577|19 36 18.7|+36 22 37|2011-09-21 13:51:22.571|
|GRB110921912|01 11 52.8|-27 45 00|2011-09-21 21:52:45.092|
|GRB110923481|12 05 28.8|-01 36 00|2011-09-23 11:32:44.457|
|GRB110923835|21 33 36.0|-10 53 24|2011-09-23 20:01:58.134|
|GRB110926107|04 37 45.6|+10 25 48|2011-09-26 02:33:36.644|
|GRB110928180|10 13 36.0|+34 17 24|2011-09-28 04:19:51.410|
|GRB110929187|19 12 45.6|-62 12 36|2011-09-29 04:28:53.585|
|GRB110930564|12 29 14.4|-53 39 36|2011-09-30 13:32:31.189|
|GRB111001804|22 40 02.4|-15 19 48|2011-10-01 19:17:58.576|
|GRB111003465|18 27 02.4|-62 19 12|2011-10-03 11:10:00.230|
|GRB111005398|22 41 12.0|+75 48 00|2011-10-05 09:33:03.376|
|GRB111008992|14 43 00.0|-05 40 12|2011-10-08 23:49:01.292|
|GRB111009282|12 12 09.6|-56 49 12|2011-10-09 06:45:40.173|
|GRB111010237|05 48 21.6|+43 58 48|2011-10-10 05:40:34.564|
|GRB111010660|12 14 09.6|-31 42 00|2011-10-10 15:50:21.797|
|GRB111010709|04 39 12.0|+41 52 48|2011-10-10 17:00:35.288|
|GRB111010899|05 08 04.8|-14 57 36|2011-10-10 21:34:13.677|
|GRB111011094|02 31 50.4|-12 31 48|2011-10-11 02:15:09.895|
|GRB111012456|10 16 02.4|+68 05 24|2011-10-12 10:56:37.442|
|GRB111012811|06 28 52.8|+67 03 00|2011-10-12 19:27:39.098|
|GRB111015427|14 42 36.0|-58 24 36|2011-10-15 10:15:12.985|
|GRB111017657|00 32 24.0|-07 00 36|2011-10-17 15:45:23.719|
|GRB111018595|07 04 19.2|+66 08 24|2011-10-18 14:16:48.868|
|GRB111018785|08 16 43.2|+81 17 24|2011-10-18 18:50:14.710|
|GRB111022854|06 58 00.0|-33 06 36|2011-10-22 20:29:23.704|
|GRB111024722|10 50 57.6|-44 56 24|2011-10-24 17:19:02.879|
|GRB111024896|06 04 55.2|-01 45 00|2011-10-24 21:30:02.244|
|GRB111025078|21 42 28.8|-35 31 12|2011-10-25 01:52:45.742|
|GRB111103441|21 48 29.3|-10 32 49|2011-11-03 10:35:13.390|
|GRB111103948|13 26 19.2|-43 09 36|2011-11-03 22:45:05.721|
|GRB111105457|10 13 55.2|+07 16 48|2011-11-05 10:57:36.083|
|GRB111107035|08 37 54.7|-66 31 12|2011-11-07 00:50:25.484|
|GRB111107076|21 01 50.4|-38 31 48|2011-11-07 01:49:46.021|
|GRB111109453|08 54 55.2|-33 21 00|2011-11-09 10:52:32.247|
|GRB111109873|08 39 55.2|+44 39 00|2011-11-09 20:57:16.657|
|GRB111112908|14 54 52.8|+28 48 36|2011-11-12 21:47:48.164|
|GRB111113410|00 17 16.8|-07 31 12|2011-11-13 09:50:11.759|
|GRB111114233|17 52 19.2|-20 00 36|2011-11-14 05:35:45.351|
|GRB111117510|00 50 46.2|+23 00 39|2011-11-17 12:13:42.029|
|GRB111117526|01 48 38.4|-16 06 36|2011-11-17 12:38:00.759|
|GRB111120556|22 58 24.0|-37 20 24|2011-11-20 13:20:24.049|
|GRB111124308|06 16 14.4|+04 37 48|2011-11-24 07:24:10.086|
|GRB111127810|06 54 48.0|+03 30 00|2011-11-27 19:27:01.698|
|GRB111201599|12 21 52.8|+28 36 36|2011-12-01 14:22:45.260|
|GRB111203054|03 32 52.8|+33 28 12|2011-12-03 01:17:04.033|
|GRB111203609|16 11 19.2|-22 09 00|2011-12-03 14:36:45.379|
|GRB111207512|10 59 31.2|-17 56 24|2011-12-07 12:17:16.205|
|GRB111208353|19 20 36.0|+40 40 08|2011-12-08 08:28:10.789|
|GRB111216389|12 23 57.6|+05 49 48|2011-12-16 09:20:31.510|
|GRB111220486|17 50 24.0|-56 03 00|2011-12-20 11:40:26.242|
|GRB111221739|00 40 38.4|-29 46 12|2011-12-21 17:43:30.806|
|GRB111222619|11 56 46.3|+69 02 10|2011-12-22 14:51:55.023|
|GRB111226795|01 26 00.0|+03 52 12|2011-12-26 19:04:58.285|
|GRB111228453|22 02 36.0|+14 28 12|2011-12-28 10:52:50.520|
|GRB111228657|10 00 15.6|+18 17 57|2011-12-28 15:45:30.803|
|GRB111230683|10 00 45.6|+33 25 48|2011-12-30 16:23:08.604|
|GRB111230819|16 10 26.4|-22 07 12|2011-12-30 19:39:32.142|
|GRB111231622|10 22 02.4|+34 18 36|2011-12-31 14:55:54.701|
|GRB120101354|12 23 28.8|+52 54 36|2012-01-01 08:30:06.908|
|GRB120102095|18 24 54.0|+24 42 49|2012-01-02 02:16:23.239|
|GRB120102416|22 44 36.0|-23 09 36|2012-01-02 09:59:01.273|
|GRB120105584|13 34 45.6|+40 04 12|2012-01-05 14:00:35.901|
|GRB120107384|16 25 36.0|-69 55 48|2012-01-07 09:12:15.411|
|GRB120109824|16 45 19.2|+30 48 00|2012-01-09 19:46:01.942|
|GRB120111051|06 21 21.6|+05 00 00|2012-01-11 01:13:27.628|
|GRB120114433|17 32 55.2|-75 38 24|2012-01-14 10:23:39.215|
|GRB120114681|21 11 37.0|+57 02 09|2012-01-14 16:20:05.680|
|GRB120117291|22 36 02.4|-54 15 00|2012-01-17 06:59:37.707|
|GRB120118709|08 19 27.8|-07 10 55|2012-01-18 17:00:22.944|
|GRB120118898|11 06 16.8|+47 52 12|2012-01-18 21:32:45.806|
|GRB120119170|08 00 07.0|-09 48 11|2012-01-19 04:04:25.064|
|GRB120119229|09 18 36.0|-61 19 48|2012-01-19 05:29:49.009|
|GRB120119354|04 23 50.4|-33 55 12|2012-01-19 08:29:29.816|
|GRB120120432|08 58 52.8|+35 28 12|2012-01-20 10:21:25.415|
|GRB120121101|15 42 40.8|-39 20 24|2012-01-21 02:25:53.799|
|GRB120121251|13 55 36.0|-01 20 24|2012-01-21 06:00:45.236|
|GRB120122300|06 26 19.2|+16 31 48|2012-01-22 07:12:06.037|
|GRB120129312|01 46 04.8|-08 30 36|2012-01-29 07:29:14.054|
|GRB120129580|02 01 45.6|+59 16 55|2012-01-29 13:55:46.244|
|GRB120130699|10 00 09.6|-17 27 00|2012-01-30 16:47:10.881|
|GRB120130906|04 19 50.4|+09 28 48|2012-01-30 21:44:54.331|
|GRB120130938|21 33 12.0|+58 33 36|2012-01-30 22:30:34.465|
|GRB120203812|22 37 12.0|-46 35 24|2012-02-03 19:29:23.976|
|GRB120204054|19 30 19.2|-03 34 12|2012-02-04 01:17:07.832|
|GRB120205285|16 13 40.1|+25 54 00|2012-02-05 06:51:05.307|
|GRB120206949|04 53 48.0|+58 24 36|2012-02-06 22:46:16.685|
|GRB120210650|03 38 36.0|-58 31 12|2012-02-10 15:35:43.281|
|GRB120212353|20 13 36.0|-48 06 00|2012-02-12 08:27:47.590|
|GRB120212383|02 52 25.2|-18 01 30|2012-02-12 09:11:23.498|
|GRB120213606|12 13 57.6|+05 45 36|2012-02-13 14:32:44.609|
|GRB120217808|08 09 45.6|+36 46 12|2012-02-17 19:23:50.572|
|GRB120217904|19 54 55.2|+32 42 00|2012-02-17 21:41:57.768|
|GRB120218276|06 47 24.0|-01 22 12|2012-02-18 06:37:02.371|
|GRB120219563|18 19 24.0|-31 06 36|2012-02-19 13:31:23.110|
|GRB120220210|13 44 31.2|-57 21 36|2012-02-20 05:02:21.603|
|GRB120222021|19 58 12.0|+26 29 24|2012-02-22 00:29:36.130|
|GRB120222119|22 40 00.0|-36 24 36|2012-02-22 02:51:54.086|
|GRB120223933|14 38 26.4|-07 27 36|2012-02-23 22:23:48.943|
|GRB120224282|07 53 40.8|+41 20 24|2012-02-24 06:46:28.523|
|GRB120224898|22 04 14.4|+10 10 48|2012-02-24 21:33:07.385|
|GRB120226447|05 50 21.6|+52 21 00|2012-02-26 10:44:16.385|
|GRB120226871|20 11 43.2|+48 39 54|2012-02-26 20:54:17.027|
|GRB120227391|05 39 02.4|+08 30 00|2012-02-27 09:22:45.971|
|GRB120227725|17 06 55.2|-88 51 36|2012-02-27 17:24:41.054|
|GRB120302080|08 09 48.2|+29 39 35|2012-03-02 01:55:34.002|
|GRB120302722|01 36 21.6|+09 42 36|2012-03-02 17:19:59.082|
|GRB120304061|08 28 36.0|-61 07 12|2012-03-04 01:27:48.718|
|GRB120304248|18 29 07.2|-46 13 12|2012-03-04 05:57:47.780|
|GRB120308588|02 03 00.0|+55 13 12|2012-03-08 14:06:05.773|
|GRB120312671|16 47 14.9|+23 52 52|2012-03-12 16:06:29.667|
|GRB120314412|01 11 33.6|-48 43 48|2012-03-14 09:52:34.674|
|GRB120316008|03 48 03.8|-56 17 17|2012-03-16 00:11:02.559|
|GRB120319983|04 39 24.0|-45 26 24|2012-03-19 23:35:04.213|
|GRB120323162|14 04 24.0|-45 13 48|2012-03-23 03:52:49.270|
|GRB120323507|22 41 37.7|+29 43 01|2012-03-23 12:10:19.723|
|GRB120326056|18 15 37.2|+69 15 36|2012-03-26 01:20:31.513|
|GRB120327418|11 21 38.4|+23 45 36|2012-03-27 10:01:49.234|
|GRB120328268|15 12 33.6|+22 48 00|2012-03-28 06:26:20.953|
|GRB120331055|01 45 28.8|-54 50 24|2012-03-31 01:19:06.644|
|GRB120402669|14 54 55.2|-10 24 00|2012-04-02 16:04:00.758|
|GRB120403857|03 41 21.2|-89 00 33|2012-04-03 20:33:58.493|
|GRB120410585|10 38 31.2|-17 00 00|2012-04-10 14:02:00.192|
|GRB120411925|02 32 16.8|-07 14 24|2012-04-11 22:12:25.650|
|GRB120412055|01 57 45.6|-24 40 12|2012-04-12 01:18:42.148|
|GRB120412920|02 35 38.4|+07 03 36|2012-04-12 22:04:40.564|
|GRB120415076|14 14 09.6|+16 43 48|2012-04-15 01:49:57.682|
|GRB120415891|12 42 45.6|+04 54 36|2012-04-15 21:23:41.026|
|GRB120415958|10 01 50.4|+61 16 12|2012-04-15 22:59:19.133|
|GRB120420249|03 11 33.6|-52 11 24|2012-04-20 05:58:07.258|
|GRB120420858|07 17 02.4|+10 45 36|2012-04-20 20:35:13.070|
|GRB120426090|07 26 08.9|-65 37 52|2012-04-26 02:09:14.331|
|GRB120426585|19 01 57.6|-13 40 48|2012-04-26 14:02:22.355|
|GRB120427054|14 59 44.4|+29 18 40|2012-04-27 01:17:27.791|
|GRB120427153|07 38 48.0|+50 12 36|2012-04-27 03:40:37.868|
|GRB120429003|11 03 55.2|-08 45 36|2012-04-29 00:04:07.264|
|GRB120429484|08 52 09.6|-32 13 48|2012-04-29 11:37:03.736|
|GRB120430980|03 09 00.0|+18 31 12|2012-04-30 23:30:43.349|
|GRB120504468|21 59 45.6|+46 49 48|2012-05-04 11:13:39.935|
|GRB120504945|13 21 07.2|-24 12 00|2012-05-04 22:40:08.601|
|GRB120506128|11 28 52.8|-33 43 12|2012-05-06 03:05:02.115|
|GRB120509619|13 01 33.6|+38 18 36|2012-05-09 14:52:02.840|
|GRB120510900|12 27 43.2|-55 14 24|2012-05-10 21:36:26.100|
|GRB120511638|15 07 43.2|-60 29 24|2012-05-11 15:18:47.916|
|GRB120512112|21 42 13.9|+13 38 10|2012-05-12 02:41:44.334|
|GRB120513531|09 23 09.6|+74 59 24|2012-05-13 12:44:00.465|
|GRB120519721|12 01 00.0|+20 33 00|2012-05-19 17:18:14.970|
|GRB120520949|03 03 26.4|+35 16 48|2012-05-20 22:46:24.663|
|GRB120521380|13 08 03.8|-52 44 31|2012-05-21 09:07:52.386|
|GRB120522361|03 44 16.8|+54 51 00|2012-05-22 08:39:16.839|
|GRB120524134|23 52 36.0|-15 36 36|2012-05-24 03:12:54.679|
|GRB120526303|04 25 07.2|-32 13 48|2012-05-26 07:16:40.770|
|GRB120528442|19 40 31.2|+06 30 00|2012-05-28 10:36:00.217|
|GRB120530121|11 43 50.4|+78 49 48|2012-05-30 02:53:41.862|
|GRB120531393|19 21 36.0|+01 13 12|2012-05-31 09:26:38.365|
|GRB120603439|13 15 10.6|+04 19 34|2012-06-03 10:32:09.854|
|GRB120604220|10 55 28.8|-07 24 00|2012-06-04 05:16:31.312|
|GRB120604343|07 34 19.2|-02 47 24|2012-06-04 08:13:40.158|
|GRB120605453|16 14 26.4|+41 30 36|2012-06-05 10:52:15.904|
|GRB120608489|15 19 55.2|-26 07 12|2012-06-08 11:43:51.831|
|GRB120608777|20 53 02.4|+12 38 24|2012-06-08 18:38:33.035|
|GRB120609580|04 29 16.8|+13 00 00|2012-06-09 13:54:35.623|
|GRB120611108|21 38 43.2|-44 47 24|2012-06-11 02:36:00.521|
|GRB120612680|14 07 31.2|+34 33 36|2012-06-12 16:19:45.548|
|GRB120612687|02 38 40.8|-37 54 36|2012-06-12 16:29:44.557|
|GRB120616630|05 18 45.6|+56 26 24|2012-06-16 15:06:50.639|
|GRB120618128|05 09 14.4|+75 51 00|2012-06-18 03:03:49.875|
|GRB120618919|14 14 16.8|-02 06 36|2012-06-18 22:03:34.313|
|GRB120619884|12 42 57.6|-25 01 12|2012-06-19 21:13:16.913|
|GRB120624309|00 19 05.5|+07 10 01|2012-06-24 07:24:25.339|
|GRB120624933|11 23 45.6|+08 55 48|2012-06-24 22:23:54.934|
|GRB120625119|03 25 02.4|+51 04 12|2012-06-25 02:50:46.037|
|GRB120629565|11 44 38.4|-00 36 00|2012-06-29 13:34:11.681|
|GRB120701654|12 10 55.2|-45 42 00|2012-07-01 15:41:48.315|
|GRB120702891|15 11 12.0|+36 45 36|2012-07-02 21:23:19.171|
|GRB120703417|04 37 57.6|+34 44 24|2012-07-03 10:01:11.688|
|GRB120703498|14 02 02.4|+46 15 36|2012-07-03 11:56:56.870|
|GRB120703726|22 37 25.4|-29 43 28|2012-07-03 17:25:17.032|
|GRB120707800|19 24 14.4|-34 26 24|2012-07-07 19:12:17.429|
|GRB120709883|21 13 36.0|-50 06 00|2012-07-09 21:11:40.367|
|GRB120710100|08 01 33.6|-31 08 24|2012-07-10 02:23:17.051|
|GRB120711115|06 18 45.6|-71 00 00|2012-07-11 02:44:53.294|
|GRB120711446|08 31 31.2|-31 49 48|2012-07-11 10:42:54.571|
|GRB120712571|11 18 21.6|-20 01 59|2012-07-12 13:42:25.606|
|GRB120713226|10 46 43.2|+40 39 36|2012-07-13 05:25:29.139|
|GRB120715066|18 08 36.0|+58 47 24|2012-07-15 01:35:15.573|
|GRB120716577|20 18 07.2|+59 24 36|2012-07-16 13:51:02.134|
|GRB120716712|20 52 12.2|+09 35 55|2012-07-16 17:05:03.908|
|GRB120719146|13 37 09.6|-43 27 00|2012-07-19 03:30:00.821|
|GRB120727354|10 53 02.4|+25 05 24|2012-07-27 08:29:39.081|
|GRB120727681|02 31 02.4|+16 21 36|2012-07-27 16:20:19.529|
|GRB120728434|06 55 05.3|-45 53 35|2012-07-28 10:25:24.236|
|GRB120728934|09 08 22.8|-54 26 18|2012-07-28 22:25:12.737|
|GRB120729456|00 52 17.8|+49 56 23|2012-07-29 10:56:12.665|
|GRB120801920|16 22 55.2|-47 22 12|2012-08-01 22:05:21.191|
|GRB120805706|02 00 31.2|-21 30 36|2012-08-05 16:56:21.720|
|GRB120806007|20 35 57.6|+06 19 48|2012-08-06 00:10:08.866|
|GRB120811014|02 54 37.9|-31 40 30|2012-08-11 00:20:30.288|
|GRB120811649|13 18 50.2|+62 17 28|2012-08-11 15:34:55.092|
|GRB120814201|01 44 45.6|+22 27 00|2012-08-14 04:49:12.579|
|GRB120814803|06 02 16.8|+33 07 48|2012-08-14 19:16:06.746|
|GRB120817057|17 19 52.8|-09 04 12|2012-08-17 01:22:09.775|
|GRB120817168|00 33 14.4|-26 25 41|2012-08-17 04:02:29.723|
|GRB120819048|11 26 09.6|+49 25 12|2012-08-19 01:08:26.765|
|GRB120820585|12 26 33.6|-12 18 36|2012-08-20 14:02:21.987|
|GRB120822628|12 06 52.8|+80 33 36|2012-08-22 15:03:56.399|
|GRB120824594|04 43 40.8|+17 37 48|2012-08-24 14:16:00.734|
|GRB120827216|14 50 57.6|-71 53 24|2012-08-27 05:10:25.011|
|GRB120830212|22 31 28.8|-80 02 24|2012-08-30 05:04:52.744|
|GRB120830297|05 54 00.4|-28 42 05|2012-08-30 07:07:03.533|
|GRB120830702|07 20 07.2|+17 31 48|2012-08-30 16:51:36.680|
|GRB120831901|09 36 04.8|-16 12 36|2012-08-31 21:37:31.875|
|GRB120905657|23 43 50.4|+16 59 24|2012-09-05 15:46:21.166|
|GRB120907017|04 59 00.0|-09 18 54|2012-09-07 00:24:24.511|
|GRB120908873|17 54 40.8|-35 47 24|2012-09-08 20:57:30.954|
|GRB120908938|15 22 33.6|-25 47 24|2012-09-08 22:31:00.024|
|GRB120909070|18 22 57.6|-59 27 00|2012-09-09 01:41:22.398|
|GRB120911298|23 51 55.7|+63 05 54|2012-09-11 07:08:33.988|
|GRB120913846|09 45 44.9|+26 58 37|2012-09-13 20:18:22.887|
|GRB120913997|14 14 34.6|-14 32 06|2012-09-13 23:55:58.770|
|GRB120914144|17 51 45.6|+01 49 12|2012-09-14 03:26:42.114|
|GRB120915000|13 57 24.0|+67 19 12|2012-09-15 00:00:41.638|
|GRB120915474|18 54 14.4|-01 06 36|2012-09-15 11:22:04.221|
|GRB120916085|05 28 09.6|-19 13 12|2012-09-16 02:02:15.905|
|GRB120916173|13 43 14.4|+36 39 36|2012-09-16 04:08:40.755|
